Row ID,Order ID,fecha_venta,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,ciudad,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,temperatura_maxima,temperatura_minima,lluvia_mm,ventas_predichas_clima
1134,US-2013-134908,2013-06-06,10/06/2013,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4,"0,2","-23,364",23.3,13.5,8.6,213.2912468092324
1135,US-2013-134908,2013-06-06,10/06/2013,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,3,"0,2","2,646",23.3,13.5,8.6,213.2912468092324
1142,CA-2011-146969,2011-09-29,3/10/2011,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0,"53,196",23.4,12.1,9.2,201.7992390299158
1143,CA-2011-146969,2011-09-29,3/10/2011,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,8.72,4,0,"2,8776",23.4,12.1,9.2,201.7992390299158
1144,CA-2011-146969,2011-09-29,3/10/2011,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,1,0,"3,1104",23.4,12.1,9.2,201.7992390299158
1145,CA-2011-146969,2011-09-29,3/10/2011,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,"0,2","223,054",23.4,12.1,9.2,201.7992390299158
1146,CA-2011-146969,2011-09-29,3/10/2011,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0,"16,7886",23.4,12.1,9.2,201.7992390299158
1159,CA-2013-149314,2013-07-03,8/07/2013,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,"0,2","19,5184",22.8,13.3,80.1,225.44689456668078
1163,CA-2011-127964,2011-03-03,8/03/2011,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0,"4,5954",0.2,-6.6,0.0,271.617243545147
1164,CA-2011-127964,2011-03-03,8/03/2011,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,"0,2","40,872",0.2,-6.6,0.0,271.617243545147
1165,CA-2011-127964,2011-03-03,8/03/2011,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,"0,2","9,1785",0.2,-6.6,0.0,271.617243545147
1167,CA-2012-125416,2012-11-02,2/11/2012,Same Day,KC-16540,Kelly Collister,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9,0,"49,2723",-6.0,-11.5,0.0,291.3287629294202
1168,CA-2014-145226,2014-12-09,11/12/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0,"33,9388",5.2,3.3,47.9,307.0513598634832
1169,CA-2014-145226,2014-12-09,11/12/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,3,0,0,5.2,3.3,47.9,307.0513598634832
1170,CA-2014-145226,2014-12-09,11/12/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,3,0,"9,3312",5.2,3.3,47.9,307.0513598634832
1171,CA-2014-145226,2014-12-09,11/12/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0,"8,2992",5.2,3.3,47.9,307.0513598634832
1173,CA-2011-158064,2011-04-21,25/04/2011,Standard Class,AA-10375,Allen Armold,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,"0,2","5,5755",20.4,14.4,14.2,247.5019514726856
1175,CA-2012-132080,2012-08-22,25/08/2012,First Class,DP-13105,Dave Poirier,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6,"0,2","16,2864",26.4,19.7,0.0,230.8676157330838
1177,CA-2011-120243,2011-12-27,30/12/2011,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,OFF-LA-10004425,Office Supplies,Labels,Staples,11.56,4,0,"5,4332",22.0,15.1,9.1,237.47333240387587
1180,CA-2013-168081,2013-04-25,28/04/2013,Second Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77070,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,"0,2","64,674",9.9,1.4,0.0,243.31784975191627
1185,CA-2011-127131,2011-11-24,30/11/2011,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.096,7,"0,2","4,2336",-15.0,-21.0,0.0,301.7847593287974
1186,CA-2011-127131,2011-11-24,30/11/2011,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,0,"9,7176",-15.0,-21.0,0.0,301.7847593287974
1187,CA-2011-127131,2011-11-24,30/11/2011,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,25.92,4,0,"12,4416",-15.0,-21.0,0.0,301.7847593287974
1188,CA-2011-127131,2011-11-24,30/11/2011,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,0,"53,3466",-15.0,-21.0,0.0,301.7847593287974
1189,CA-2014-117212,2014-02-27,1/03/2014,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0,"22,1184",20.0,15.1,42.8,260.1354725924851
1190,CA-2014-117212,2014-02-27,1/03/2014,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.536,8,"0,2","66,7152",20.0,15.1,42.8,260.1354725924851
1191,CA-2014-117212,2014-02-27,1/03/2014,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,"0,2","89,2224",20.0,15.1,42.8,260.1354725924851
1192,CA-2014-117212,2014-02-27,1/03/2014,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,4,0,"109,7208",20.0,15.1,42.8,260.1354725924851
1193,CA-2014-117212,2014-02-27,1/03/2014,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,23.12,4,0,"11,3288",20.0,15.1,42.8,260.1354725924851
1198,CA-2013-130946,2013-04-09,13/04/2013,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,"0,2","64,7892",7.8,0.0,1.4,252.147393414063
1199,CA-2013-130946,2013-04-09,13/04/2013,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,"0,3","-4,1136",7.8,0.0,1.4,252.147393414063
1200,CA-2013-130946,2013-04-09,13/04/2013,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,"0,8","-1850,9464",7.8,0.0,1.4,252.147393414063
1207,CA-2013-137050,2013-07-15,19/07/2013,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,0,"3,363",32.9,23.6,0.0,200.79231173256653
1208,CA-2013-137050,2013-07-15,19/07/2013,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144,3,"0,2","3,2004",32.9,23.6,0.0,200.79231173256653
1209,CA-2013-137050,2013-07-15,19/07/2013,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07,7,0,"6,8943",32.9,23.6,0.0,200.79231173256653
1210,CA-2013-137050,2013-07-15,19/07/2013,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7,0,"10,465",32.9,23.6,0.0,200.79231173256653
1211,CA-2013-137050,2013-07-15,19/07/2013,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,"0,2","2,8836",32.9,23.6,0.0,200.79231173256653
1212,CA-2013-137050,2013-07-15,19/07/2013,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,"0,2","21,7176",32.9,23.6,0.0,200.79231173256653
1213,US-2014-118087,2014-09-10,14/09/2014,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,141.372,2,"0,3","-48,4704",25.4,17.2,0.0,221.04219747888433
1214,US-2014-118087,2014-09-10,14/09/2014,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036,2,"0,7","-2,3276",25.4,17.2,0.0,221.04219747888433
1215,US-2014-118087,2014-09-10,14/09/2014,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,1,"0,7","-3,6024",25.4,17.2,0.0,221.04219747888433
1216,US-2014-118087,2014-09-10,14/09/2014,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,1,"0,2","1,5768",25.4,17.2,0.0,221.04219747888433
1217,US-2014-118087,2014-09-10,14/09/2014,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,"0,2","28,764",25.4,17.2,0.0,221.04219747888433
1218,US-2014-118087,2014-09-10,14/09/2014,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,"0,2","1,7024",25.4,17.2,0.0,221.04219747888433
1219,US-2014-118087,2014-09-10,14/09/2014,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,"0,2","64,674",25.4,17.2,0.0,221.04219747888433
1220,US-2014-118087,2014-09-10,14/09/2014,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1931.958,7,"0,4","-386,3916",25.4,17.2,0.0,221.04219747888433
1221,CA-2011-110184,2011-07-12,16/07/2011,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90036,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,9,0,"44,955",22.4,14.5,72.0,237.22225686779146
1222,CA-2011-110184,2011-07-12,16/07/2011,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90036,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,255.936,8,"0,2","28,7928",22.4,14.5,72.0,237.22225686779146
1223,CA-2013-126004,2013-12-05,6/12/2013,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,0,"20,4822",13.8,6.8,0.0,248.54861871335572
1224,CA-2013-126004,2013-12-05,6/12/2013,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,1,0,"34,386",13.8,6.8,0.0,248.54861871335572
1225,CA-2013-126004,2013-12-05,6/12/2013,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,1,"0,2","0,6048",13.8,6.8,0.0,248.54861871335572
1226,CA-2013-126004,2013-12-05,6/12/2013,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,OFF-PA-10001685,Office Supplies,Paper,Staples,40.56,4,0,"19,8744",13.8,6.8,0.0,248.54861871335572
1227,CA-2013-126004,2013-12-05,6/12/2013,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,0,"3,6588",13.8,6.8,0.0,248.54861871335572
1228,CA-2013-126004,2013-12-05,6/12/2013,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,193.86,2,0,"11,6316",13.8,6.8,0.0,248.54861871335572
1229,CA-2014-100013,2014-11-07,12/11/2014,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0,"7,4872",22.9,14.5,0.0,223.4817980310366
1230,CA-2014-100013,2014-11-07,12/11/2014,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,8.73,1,0,"2,9682",22.9,14.5,0.0,223.4817980310366
1231,CA-2014-100013,2014-11-07,12/11/2014,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0,"1,7608",22.9,14.5,0.0,223.4817980310366
1239,CA-2011-127012,2011-08-11,15/08/2011,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0,"5,434",7.0,2.1,10.4,276.6169182646496
1240,CA-2011-127012,2011-08-11,15/08/2011,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,1,0,"10,6522",7.0,2.1,10.4,276.6169182646496
1241,CA-2011-127012,2011-08-11,15/08/2011,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,0,"10,7912",7.0,2.1,10.4,276.6169182646496
1242,CA-2013-128727,2013-08-30,5/09/2013,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10024,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,4,0,"5,5",28.3,19.7,0.0,213.40494016498053
1243,US-2013-162859,2013-02-15,22/02/2013,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,"0,2","124,485",7.3,-3.8,0.0,227.66023835971487
1244,US-2013-162859,2013-02-15,22/02/2013,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0,"3,5752",7.3,-3.8,0.0,227.66023835971487
1249,CA-2014-115602,2014-12-19,25/12/2014,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002280,Office Supplies,Art,Staples,38.82,6,0,"17,469",2.8,-2.3,0.0,280.42898688977493
1250,CA-2014-115602,2014-12-19,25/12/2014,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,9,"0,1","139,5702",2.8,-2.3,0.0,280.42898688977493
1251,CA-2014-115602,2014-12-19,25/12/2014,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,13,0,"511,368",2.8,-2.3,0.0,280.42898688977493
1252,CA-2014-115602,2014-12-19,25/12/2014,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2,2,0,"1,376",2.8,-2.3,0.0,280.42898688977493
1266,CA-2014-110380,2014-09-03,8/09/2014,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,3,0,"1,7739",30.9,19.0,6.7,185.03507796635475
1267,US-2011-167738,2011-12-24,29/12/2011,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86,1,0,"41,4294",21.4,13.3,20.9,230.79489225763461
1268,US-2011-167738,2011-12-24,29/12/2011,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272,6,"0,2","18,267",21.4,13.3,20.9,230.79489225763461
1271,US-2013-103646,2013-04-22,27/04/2013,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4,"0,2","-12,792",25.5,20.6,20.0,248.5255602201949
1272,US-2013-103646,2013-04-22,27/04/2013,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,"0,8","-126,8592",25.5,20.6,20.0,248.5255602201949
1273,US-2013-103646,2013-04-22,27/04/2013,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848,8,"0,8","-67,272",25.5,20.6,20.0,248.5255602201949
1278,CA-2013-148698,2013-05-03,8/05/2013,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,"0,2","5,397",9.8,0.5,0.0,237.3910698921377
1287,CA-2012-124268,2012-07-04,8/07/2012,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,New York City,New York,10035,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,0,"4,4892",32.8,20.8,3.4,180.8449918397502
1288,CA-2013-154711,2013-11-23,27/11/2013,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0,"11,1664",10.6,0.5,0.0,230.03836438977842
1289,CA-2013-154711,2013-11-23,27/11/2013,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,4,"0,2","4,1148",10.6,0.5,0.0,230.03836438977842
1290,CA-2013-154711,2013-11-23,27/11/2013,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82,3,0,"7,4952",10.6,0.5,0.0,230.03836438977842
1291,CA-2013-163384,2013-11-11,13/11/2013,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4,"0,2","4,4604",27.7,19.1,2.2,214.63498836246652
1292,CA-2013-163384,2013-11-11,13/11/2013,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4,5,0,"15,552",27.7,19.1,2.2,214.63498836246652
1293,CA-2012-101707,2012-08-27,1/09/2012,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94,3,0,"9,2232",29.4,24.0,0.4,236.05381198151974
1294,CA-2012-101707,2012-08-27,1/09/2012,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,114.2,5,0,"52,532",29.4,24.0,0.4,236.05381198151974
1295,CA-2012-101707,2012-08-27,1/09/2012,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08,1,0,"1,4784",29.4,24.0,0.4,236.05381198151974
1300,CA-2012-121391,2012-10-04,7/10/2012,First Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96,2,0,"7,0096",30.3,19.8,6.3,196.58401748042405
1301,CA-2013-137043,2013-12-24,26/12/2013,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,22153,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6,0,"166,1004",17.3,8.7,15.0,232.73813230300436
1302,CA-2013-137043,2013-12-24,26/12/2013,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,22153,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38,3,0,"83,0502",17.3,8.7,15.0,232.73813230300436
1304,US-2014-126179,2014-07-04,8/07/2014,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0,"5,5177",21.5,10.8,0.0,208.20490846458546
1305,US-2014-126179,2014-07-04,8/07/2014,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0,"77,7519",21.5,10.8,0.0,208.20490846458546
1306,CA-2013-101966,2013-07-15,17/07/2013,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7,"0,2","52,493",23.0,6.3,0.0,160.1892454097944
1314,US-2013-134488,2013-09-25,2/10/2013,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.372,2,"0,3","-13,3176",22.2,9.8,0.1,194.1774725109086
1315,CA-2013-145919,2013-12-19,24/12/2013,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6,0,"18,6624",19.3,14.7,25.4,261.3164358939421
1316,CA-2013-145919,2013-12-19,24/12/2013,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,0,"62,5056",19.3,14.7,25.4,261.3164358939421
1317,CA-2013-145919,2013-12-19,24/12/2013,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,579.3,5,0,"28,965",19.3,14.7,25.4,261.3164358939421
1318,CA-2014-157651,2014-12-11,15/12/2014,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2,1,"0,2","3,3725",2.4,-0.2,0.1,300.0917331657063
1326,US-2011-117058,2011-05-27,30/05/2011,First Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.46,6,"0,8","-30,555",29.0,22.0,0.0,224.46631897199288
