Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
2182;CA-2013-128818;8/05/2013;12/05/2013;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;New York City;New York;10009;East;FUR-CH-10002084;Furniture;Chairs;Hon Mobius Operator's Chair;442,764;4;0,1;59,0352
2183;CA-2013-128818;8/05/2013;12/05/2013;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;New York City;New York;10009;East;TEC-MA-10000488;Technology;Machines;Bady BDG101FRU Card Printer;3999,95;5;0;1159,9855
2184;CA-2013-128818;8/05/2013;12/05/2013;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;New York City;New York;10009;East;TEC-AC-10001767;Technology;Accessories;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;199,95;5;0;21,9945
2185;CA-2013-128818;8/05/2013;12/05/2013;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;New York City;New York;10009;East;FUR-FU-10001940;Furniture;Furnishings;Staples;63,68;8;0;28,0192
2188;CA-2014-143063;11/08/2014;16/08/2014;Standard Class;IL-15100;Ivan Liston;Consumer;United States;Columbus;Indiana;47201;Central;OFF-EN-10003134;Office Supplies;Envelopes;Staples;70,08;6;0;35,04
2189;CA-2014-143063;11/08/2014;16/08/2014;Standard Class;IL-15100;Ivan Liston;Consumer;United States;Columbus;Indiana;47201;Central;FUR-FU-10003708;Furniture;Furnishings;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";121,3;2;0;25,473
2190;CA-2014-143063;11/08/2014;16/08/2014;Standard Class;IL-15100;Ivan Liston;Consumer;United States;Columbus;Indiana;47201;Central;TEC-PH-10003645;Technology;Phones;Aastra 57i VoIP phone;1454,49;9;0;378,1674
2191;CA-2013-118913;26/06/2013;30/06/2013;Standard Class;AS-10240;Alan Shonely;Consumer;United States;Los Angeles;California;90049;West;OFF-AP-10000692;Office Supplies;Appliances;Fellowes Mighty 8 Compact Surge Protector;60,81;3;0;17,0268
2192;CA-2013-128412;11/12/2013;18/12/2013;Standard Class;AP-10915;Arthur Prichep;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10001718;Office Supplies;Binders;GBC DocuBind P50 Personal Binding Machine;153,552;3;0,2;51,8238
2193;CA-2013-128412;11/12/2013;18/12/2013;Standard Class;AP-10915;Arthur Prichep;Consumer;United States;Seattle;Washington;98105;West;OFF-AP-10002082;Office Supplies;Appliances;Holmes HEPA Air Purifier;65,34;3;0;22,869
2194;CA-2013-128412;11/12/2013;18/12/2013;Standard Class;AP-10915;Arthur Prichep;Consumer;United States;Seattle;Washington;98105;West;OFF-PA-10001125;Office Supplies;Paper;Xerox 1988;123,92;4;0;55,764
2195;CA-2013-128412;11/12/2013;18/12/2013;Standard Class;AP-10915;Arthur Prichep;Consumer;United States;Seattle;Washington;98105;West;OFF-AP-10000252;Office Supplies;Appliances;Harmony HEPA Quiet Air Purifiers;35,1;3;0;12,285
2196;CA-2013-128412;11/12/2013;18/12/2013;Standard Class;AP-10915;Arthur Prichep;Consumer;United States;Seattle;Washington;98105;West;TEC-AC-10003038;Technology;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;44,75;5;0;8,5025
2199;CA-2012-135363;28/03/2012;2/04/2012;Standard Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10003177;Office Supplies;Paper;Xerox 1999;15,552;3;0,2;5,4432
2200;CA-2012-135363;28/03/2012;2/04/2012;Standard Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10000533;Office Supplies;Paper;Southworth Parchment Paper & Envelopes;5,232;1;0,2;1,7004
2203;CA-2012-138002;6/09/2012;12/09/2012;Standard Class;BT-11305;Beth Thompson;Home Office;United States;Seattle;Washington;98103;West;OFF-BI-10002160;Office Supplies;Binders;Acco Hanging Data Binders;6,096;2;0,2;2,1336
2204;CA-2012-138002;6/09/2012;12/09/2012;Standard Class;BT-11305;Beth Thompson;Home Office;United States;Seattle;Washington;98103;West;FUR-FU-10004748;Furniture;Furnishings;"Howard Miller 16"" Diameter Gallery Wall Clock";191,82;3;0;74,8098
2209;CA-2012-129854;22/08/2012;26/08/2012;Standard Class;RB-19705;Roger Barcio;Home Office;United States;New York City;New York;10009;East;OFF-AR-10000390;Office Supplies;Art;Newell Chalk Holder;16,52;4;0;7,5992
2213;CA-2014-107874;22/11/2014;26/11/2014;Standard Class;SW-20275;Scott Williamson;Consumer;United States;New York City;New York;10035;East;FUR-FU-10003535;Furniture;Furnishings;Howard Miller Distant Time Traveler Alarm Clock;27,42;1;0;11,2422
2219;CA-2014-130841;29/07/2014;2/08/2014;Standard Class;MH-17620;Matt Hagelstein;Corporate;United States;San Francisco;California;94110;West;OFF-BI-10000145;Office Supplies;Binders;Zipper Ring Binder Pockets;9,984;4;0,2;3,6192
2220;CA-2014-130841;29/07/2014;2/08/2014;Standard Class;MH-17620;Matt Hagelstein;Corporate;United States;San Francisco;California;94110;West;OFF-ST-10001580;Office Supplies;Storage;Super Decoflex Portable Personal File;14,98;1;0;4,1944
2221;CA-2014-130841;29/07/2014;2/08/2014;Standard Class;MH-17620;Matt Hagelstein;Corporate;United States;San Francisco;California;94110;West;TEC-PH-10001817;Technology;Phones;Wilson Electronics DB Pro Signal Booster;1145,6;4;0,2;100,24
2225;CA-2014-121909;1/08/2014;6/08/2014;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-PA-10003790;Office Supplies;Paper;Xerox 1991;54,816;3;0,2;17,8152
2229;CA-2013-139157;2/10/2013;6/10/2013;Standard Class;GM-14680;Greg Matthias;Consumer;United States;New York City;New York;10024;East;FUR-TA-10003238;Furniture;Tables;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";330,588;1;0,4;-115,7058
2230;CA-2011-128055;31/03/2011;5/04/2011;Standard Class;AA-10315;Alex Avila;Consumer;United States;San Francisco;California;94122;West;OFF-BI-10004390;Office Supplies;Binders;GBC DocuBind 200 Manual Binding Machine;673,568;2;0,2;252,588
2231;CA-2011-128055;31/03/2011;5/04/2011;Standard Class;AA-10315;Alex Avila;Consumer;United States;San Francisco;California;94122;West;OFF-AP-10002765;Office Supplies;Appliances;Fellowes Advanced Computer Series Surge Protectors;52,98;2;0;14,8344
2233;CA-2014-132122;10/07/2014;15/07/2014;Standard Class;JH-15820;John Huston;Consumer;United States;Chicago;Illinois;60610;Central;OFF-ST-10003692;Office Supplies;Storage;Recycled Steel Personal File for Hanging File Folders;228,92;5;0,2;14,3075
2239;CA-2014-166849;21/04/2014;27/04/2014;Standard Class;SJ-20125;Sanjit Jacobs;Home Office;United States;Chicago;Illinois;60610;Central;FUR-FU-10004597;Furniture;Furnishings;Eldon Cleatmat Chair Mats for Medium Pile Carpets;44,4;2;0,6;-52,17
2240;CA-2013-146633;16/11/2013;18/11/2013;Second Class;TG-21310;Toby Gnade;Consumer;United States;Los Angeles;California;90049;West;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;1016,792;1;0,2;381,297
2241;CA-2013-146633;16/11/2013;18/11/2013;Second Class;TG-21310;Toby Gnade;Consumer;United States;Los Angeles;California;90049;West;OFF-BI-10002982;Office Supplies;Binders;Avery Self-Adhesive Photo Pockets for Polaroid Photos;38,136;7;0,2;13,3476
2242;US-2013-126893;27/11/2013;2/12/2013;Standard Class;CT-11995;Carol Triggs;Consumer;United States;Philadelphia;Pennsylvania;19134;East;TEC-PH-10004165;Technology;Phones;Mitel MiVoice 5330e IP Phone;494,982;3;0,4;-115,4958
2248;CA-2012-116092;15/02/2012;18/02/2012;Second Class;JM-16195;Justin MacKendrick;Consumer;United States;Los Angeles;California;90004;West;OFF-PA-10004285;Office Supplies;Paper;Xerox 1959;13,36;2;0;6,4128
2249;CA-2012-116092;15/02/2012;18/02/2012;Second Class;JM-16195;Justin MacKendrick;Consumer;United States;Los Angeles;California;90004;West;OFF-BI-10001628;Office Supplies;Binders;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";41,72;5;0,2;13,0375
2250;CA-2012-116092;15/02/2012;18/02/2012;Second Class;JM-16195;Justin MacKendrick;Consumer;United States;Los Angeles;California;90004;West;OFF-BI-10000546;Office Supplies;Binders;Avery Durable Binders;11,52;5;0,2;4,176
2251;CA-2012-116092;15/02/2012;18/02/2012;Second Class;JM-16195;Justin MacKendrick;Consumer;United States;Los Angeles;California;90004;West;OFF-AP-10001391;Office Supplies;Appliances;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;541,44;6;0;157,0176
2252;CA-2012-116092;15/02/2012;18/02/2012;Second Class;JM-16195;Justin MacKendrick;Consumer;United States;Los Angeles;California;90004;West;OFF-PA-10000477;Office Supplies;Paper;Xerox 22;19,44;3;0;9,3312
2253;CA-2013-117849;16/04/2013;18/04/2013;Second Class;JK-16120;Julie Kriz;Home Office;United States;San Diego;California;92105;West;OFF-PA-10004327;Office Supplies;Paper;Xerox 1911;143,7;3;0;68,976
2254;CA-2012-169201;28/09/2012;1/10/2012;First Class;HG-14965;Henry Goldwyn;Corporate;United States;San Francisco;California;94110;West;OFF-AP-10000696;Office Supplies;Appliances;Holmes Odor Grabber;43,26;3;0;14,2758
2255;CA-2012-169201;28/09/2012;1/10/2012;First Class;HG-14965;Henry Goldwyn;Corporate;United States;San Francisco;California;94110;West;OFF-AP-10002082;Office Supplies;Appliances;Holmes HEPA Air Purifier;43,56;2;0;15,246
2258;CA-2014-105214;17/06/2014;20/06/2014;First Class;TS-21610;Troy Staebel;Consumer;United States;San Francisco;California;94122;West;FUR-CH-10000015;Furniture;Chairs;Hon Multipurpose Stacking Arm Chairs;1212,96;7;0,2;90,972
2259;CA-2014-105214;17/06/2014;20/06/2014;First Class;TS-21610;Troy Staebel;Consumer;United States;San Francisco;California;94122;West;OFF-PA-10001776;Office Supplies;Paper;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";18,54;2;0;8,7138
2260;CA-2012-117611;8/11/2012;10/11/2012;Second Class;MZ-17335;Maria Zettner;Home Office;United States;San Diego;California;92024;West;OFF-FA-10002280;Office Supplies;Fasteners;Advantus Plastic Paper Clips;5;1;0;2,4
2261;CA-2012-117611;8/11/2012;10/11/2012;Second Class;MZ-17335;Maria Zettner;Home Office;United States;San Diego;California;92024;West;TEC-AC-10002049;Technology;Accessories;Logitech G19 Programmable Gaming Keyboard;371,97;3;0;66,9546
2262;US-2012-137960;18/12/2012;18/12/2012;Same Day;MW-18220;Mitch Webber;Consumer;United States;New York City;New York;10035;East;TEC-AC-10002253;Technology;Accessories;Imation Bio 8GB USB Flash Drive Imation Corp;166,24;1;0;24,936
2268;CA-2014-137470;18/09/2014;18/09/2014;Same Day;TP-21415;Tom Prescott;Consumer;United States;Seattle;Washington;98115;West;OFF-PA-10002001;Office Supplies;Paper;Xerox 1984;12,96;2;0;6,3504
2272;CA-2012-102036;21/09/2012;27/09/2012;Standard Class;CS-12130;Chad Sievert;Consumer;United States;Seattle;Washington;98105;West;OFF-ST-10003123;Office Supplies;Storage;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;199,74;6;0;47,9376
2273;CA-2012-142944;6/03/2012;11/03/2012;Standard Class;JL-15850;John Lucas;Consumer;United States;San Francisco;California;94122;West;FUR-FU-10000308;Furniture;Furnishings;Deflect-o Glass Clear Studded Chair Mats;435,26;7;0;95,7572
2274;CA-2012-142944;6/03/2012;11/03/2012;Standard Class;JL-15850;John Lucas;Consumer;United States;San Francisco;California;94122;West;TEC-CO-10003763;Technology;Copiers;Canon PC1060 Personal Laser Copier;1119,984;2;0,2;377,9946
2275;CA-2011-157882;3/10/2011;8/10/2011;Second Class;AR-10405;Allen Rosenblatt;Corporate;United States;Los Angeles;California;90036;West;FUR-TA-10001866;Furniture;Tables;Bevis Round Conference Room Tables and Bases;143,432;1;0,2;3,5858
2276;CA-2011-157882;3/10/2011;8/10/2011;Second Class;AR-10405;Allen Rosenblatt;Corporate;United States;Los Angeles;California;90036;West;FUR-CH-10002774;Furniture;Chairs;Global Deluxe Stacking Chair, Gray;122,352;3;0,2;13,7646
2280;CA-2014-142622;31/10/2014;3/11/2014;First Class;JK-15625;Jim Karlsson;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10003833;Furniture;Chairs;Novimex Fabric Task Chair;97,568;2;0,2;-6,098
2281;CA-2014-142622;31/10/2014;3/11/2014;First Class;JK-15625;Jim Karlsson;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10004289;Furniture;Chairs;Global Super Steno Chair;614,272;8;0,2;-23,0352
2282;CA-2014-142622;31/10/2014;3/11/2014;First Class;JK-15625;Jim Karlsson;Consumer;United States;Seattle;Washington;98115;West;FUR-BO-10004467;Furniture;Bookcases;Bestar Classic Bookcase;199,98;2;0;37,9962
2289;CA-2014-143343;11/06/2014;14/06/2014;First Class;BW-11200;Ben Wallace;Consumer;United States;Los Angeles;California;90032;West;OFF-AR-10002375;Office Supplies;Art;Newell 351;16,4;5;0;4,756
2290;CA-2014-115154;9/01/2014;12/01/2014;First Class;RS-19420;Ricardo Sperren;Corporate;United States;Seattle;Washington;98115;West;FUR-TA-10001950;Furniture;Tables;Balt Solid Wood Round Tables;892,98;2;0;80,3682
2291;CA-2012-149342;20/04/2012;25/04/2012;Standard Class;TS-21160;Theresa Swint;Corporate;United States;Columbus;Georgia;31907;South;TEC-PH-10001557;Technology;Phones;Pyle PMP37LED;287,97;3;0;77,7519
2292;CA-2012-149342;20/04/2012;25/04/2012;Standard Class;TS-21160;Theresa Swint;Corporate;United States;Columbus;Georgia;31907;South;FUR-FU-10002937;Furniture;Furnishings;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";595,38;6;0;297,69
2293;CA-2012-149342;20/04/2012;25/04/2012;Standard Class;TS-21160;Theresa Swint;Corporate;United States;Columbus;Georgia;31907;South;OFF-PA-10001166;Office Supplies;Paper;Xerox 2;12,96;2;0;6,2208
2294;CA-2012-130995;1/11/2012;6/11/2012;Standard Class;QJ-19255;Quincy Jones;Corporate;United States;New York City;New York;10009;East;TEC-PH-10000347;Technology;Phones;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;4,95;1;0;1,3365
2296;CA-2012-113145;1/11/2012;5/11/2012;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;New York City;New York;10011;East;OFF-PA-10002659;Office Supplies;Paper;Avoid Verbal Orders Carbonless Minifold Book;13,52;4;0;6,2192
2297;CA-2012-113145;1/11/2012;5/11/2012;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;New York City;New York;10011;East;FUR-FU-10000965;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";259,7;5;0;106,477
2298;CA-2012-113145;1/11/2012;5/11/2012;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;New York City;New York;10011;East;TEC-PH-10001527;Technology;Phones;Plantronics MX500i Earset;42,95;1;0;1,2885
2299;CA-2012-113145;1/11/2012;5/11/2012;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;New York City;New York;10011;East;TEC-AC-10001838;Technology;Accessories;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;1399,93;7;0;601,9699
2300;CA-2012-113145;1/11/2012;5/11/2012;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;New York City;New York;10011;East;TEC-PH-10002597;Technology;Phones;Xblue XB-1670-86 X16 Small Office Telephone - Titanium;503,96;4;0;125,99
2303;CA-2013-106558;17/01/2013;21/01/2013;Standard Class;DL-13495;Dionis Lloyd;Corporate;United States;Columbus;Georgia;31907;South;TEC-AC-10001142;Technology;Accessories;First Data FD10 PIN Pad;316;4;0;31,6
2306;CA-2013-115574;24/12/2013;25/12/2013;First Class;BP-11185;Ben Peterman;Corporate;United States;Chicago;Illinois;60623;Central;FUR-BO-10003441;Furniture;Bookcases;Bush Westfield Collection Bookcases, Fully Assembled;141,372;2;0,3;-14,1372
2307;CA-2012-160794;6/08/2012;8/08/2012;First Class;MS-17980;Michael Stewart;Corporate;United States;Houston;Texas;77041;Central;OFF-PA-10004156;Office Supplies;Paper;Xerox 188;27,216;3;0,2;9,8658
2308;CA-2014-116225;6/11/2014;10/11/2014;Standard Class;SV-20935;Susan Vittorini;Consumer;United States;New York City;New York;10009;East;TEC-AC-10001432;Technology;Accessories;Enermax Aurora Lite Keyboard;390,75;5;0;171,93
2321;CA-2014-165491;21/03/2014;25/03/2014;Standard Class;HW-14935;Helen Wasserman;Corporate;United States;Seattle;Washington;98115;West;TEC-AC-10000358;Technology;Accessories;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;265,93;7;0;63,8232
2326;CA-2012-105102;15/09/2012;19/09/2012;Second Class;BM-11575;Brendan Murry;Corporate;United States;New York City;New York;10035;East;OFF-BI-10002082;Office Supplies;Binders;GBC Twin Loop Wire Binding Elements;79,872;3;0,2;29,952
2327;CA-2012-105102;15/09/2012;19/09/2012;Second Class;BM-11575;Brendan Murry;Corporate;United States;New York City;New York;10035;East;FUR-BO-10004709;Furniture;Bookcases;Bush Westfield Collection Bookcases, Medium Cherry Finish;46,384;1;0,2;1,1596
2328;CA-2012-105102;15/09/2012;19/09/2012;Second Class;BM-11575;Brendan Murry;Corporate;United States;New York City;New York;10035;East;OFF-PA-10002365;Office Supplies;Paper;Xerox 1967;12,96;2;0;6,2208
2330;US-2012-147739;25/12/2012;29/12/2012;Standard Class;JD-16150;Justin Deggeller;Corporate;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10001468;Furniture;Furnishings;Tenex Antistatic Computer Chair Mats;547,136;4;0,2;-68,392
2331;CA-2013-155187;25/09/2013;27/09/2013;Second Class;LA-16780;Laura Armstrong;Corporate;United States;Los Angeles;California;90004;West;OFF-ST-10000642;Office Supplies;Storage;Tennsco Lockers, Gray;41,96;2;0;2,9372
2332;CA-2013-155187;25/09/2013;27/09/2013;Second Class;LA-16780;Laura Armstrong;Corporate;United States;Los Angeles;California;90004;West;OFF-PA-10000380;Office Supplies;Paper;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";41,7;5;0;20,85
2338;CA-2011-110639;23/08/2011;23/08/2011;Same Day;RH-19495;Rick Hansen;Consumer;United States;New York City;New York;10009;East;OFF-PA-10003936;Office Supplies;Paper;Xerox 1994;25,92;4;0;12,4416
2339;CA-2011-110639;23/08/2011;23/08/2011;Same Day;RH-19495;Rick Hansen;Consumer;United States;New York City;New York;10009;East;OFF-PA-10004530;Office Supplies;Paper;Personal Creations Ink Jet Cards and Labels;45,92;4;0;22,5008
2340;CA-2011-121727;19/08/2011;24/08/2011;Standard Class;JK-15625;Jim Karlsson;Consumer;United States;Columbus;Ohio;43229;East;OFF-AR-10004930;Office Supplies;Art;Turquoise Lead Holder with Pocket Clip;10,72;2;0,2;1,742
2344;US-2011-155894;26/07/2011;30/07/2011;Second Class;CL-11890;Carl Ludwig;Consumer;United States;Chicago;Illinois;60623;Central;OFF-ST-10004804;Office Supplies;Storage;"Belkin 19"" Vented Equipment Shelf, Black";123,552;3;0,2;-29,3436
2349;CA-2014-109701;3/12/2014;4/12/2014;Same Day;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90032;West;OFF-BI-10004187;Office Supplies;Binders;Staples;9,024;6;0,2;3,1584
2350;CA-2014-109701;3/12/2014;4/12/2014;Same Day;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90032;West;OFF-BI-10000632;Office Supplies;Binders;Satellite Sectional Post Binders;69,456;2;0,2;22,5732
2351;CA-2014-109701;3/12/2014;4/12/2014;Same Day;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90032;West;OFF-PA-10003724;Office Supplies;Paper;Wirebound Message Book, 4 per Page;10,86;2;0;5,3214
2352;CA-2014-109701;3/12/2014;4/12/2014;Same Day;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90032;West;OFF-AP-10002765;Office Supplies;Appliances;Fellowes Advanced Computer Series Surge Protectors;79,47;3;0;22,2516
2353;CA-2014-109701;3/12/2014;4/12/2014;Same Day;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90032;West;OFF-AR-10001868;Office Supplies;Art;Prang Dustless Chalk Sticks;10,08;6;0;5,04
2354;CA-2012-111514;31/08/2012;2/09/2012;First Class;SC-20260;Scott Cohen;Corporate;United States;San Francisco;California;94122;West;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;1552,831;7;0,15;200,9546
2355;CA-2012-111514;31/08/2012;2/09/2012;First Class;SC-20260;Scott Cohen;Corporate;United States;San Francisco;California;94122;West;OFF-BI-10002735;Office Supplies;Binders;GBC Prestige Therm-A-Bind Covers;137,24;5;0,2;46,3185
2356;CA-2012-111514;31/08/2012;2/09/2012;First Class;SC-20260;Scott Cohen;Corporate;United States;San Francisco;California;94122;West;TEC-AC-10004864;Technology;Accessories;Memorex Micro Travel Drive 32 GB;36,51;1;0;15,6993
2357;CA-2012-111514;31/08/2012;2/09/2012;First Class;SC-20260;Scott Cohen;Corporate;United States;San Francisco;California;94122;West;TEC-MA-10000597;Technology;Machines;Lexmark S315 Color Inkjet Printer;239,976;3;0,2;80,9919
2358;US-2011-148838;17/03/2011;21/03/2011;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;FUR-TA-10003473;Furniture;Tables;Bretford Rectangular Conference Table Tops;1579,746;7;0,4;-447,5947
2359;US-2011-148838;17/03/2011;21/03/2011;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;FUR-TA-10001950;Furniture;Tables;Balt Solid Wood Round Tables;1071,576;4;0,4;-553,6476
2360;US-2011-148838;17/03/2011;21/03/2011;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;FUR-TA-10004175;Furniture;Tables;"Hon 30"" x 60"" Table with Locking Drawer";613,908;3;0,4;-122,7816
2361;US-2011-148838;17/03/2011;21/03/2011;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;OFF-PA-10002960;Office Supplies;Paper;Xerox 1926;34,86;7;0;16,3842
2362;US-2011-148838;17/03/2011;21/03/2011;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;OFF-PA-10000919;Office Supplies;Paper;Xerox 1918;155,04;4;0;75,9696
2363;CA-2014-136497;17/04/2014;21/04/2014;Standard Class;RF-19840;Roy Französisch;Consumer;United States;Columbus;Ohio;43229;East;OFF-BI-10001553;Office Supplies;Binders;SpineVue Locking Slant-D Ring Binders by Cardinal;13,71;5;0,7;-10,054
2377;US-2011-164616;19/08/2011;21/08/2011;Second Class;MS-17770;Maxwell Schwartz;Consumer;United States;Columbus;Ohio;43229;East;OFF-BI-10001718;Office Supplies;Binders;GBC DocuBind P50 Personal Binding Machine;76,776;4;0,7;-58,8616
2378;US-2011-164616;19/08/2011;21/08/2011;Second Class;MS-17770;Maxwell Schwartz;Consumer;United States;Columbus;Ohio;43229;East;OFF-SU-10004768;Office Supplies;Supplies;Acme Kleencut Forged Steel Scissors;9,184;2;0,2;1,148
2388;CA-2012-145065;12/12/2012;15/12/2012;First Class;DK-13375;Dennis Kane;Consumer;United States;San Diego;California;92105;West;OFF-FA-10001229;Office Supplies;Fasteners;Staples;7,86;2;0;3,6156
2389;CA-2012-145065;12/12/2012;15/12/2012;First Class;DK-13375;Dennis Kane;Consumer;United States;San Diego;California;92105;West;OFF-BI-10002437;Office Supplies;Binders;Recycled Premium Regency Composition Covers;24,448;2;0,2;8,8624
2390;US-2012-127040;6/12/2012;10/12/2012;Standard Class;SG-20605;Speros Goranitis;Consumer;United States;New York City;New York;10009;East;OFF-PA-10004255;Office Supplies;Paper;Xerox 219;6,48;1;0;3,1104
2391;US-2012-127040;6/12/2012;10/12/2012;Standard Class;SG-20605;Speros Goranitis;Consumer;United States;New York City;New York;10009;East;OFF-PA-10001184;Office Supplies;Paper;Xerox 1903;41,86;7;0;20,5114
2392;US-2012-127040;6/12/2012;10/12/2012;Standard Class;SG-20605;Speros Goranitis;Consumer;United States;New York City;New York;10009;East;TEC-AC-10002637;Technology;Accessories;Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black);1619,91;9;0;97,1946
2393;US-2012-127040;6/12/2012;10/12/2012;Standard Class;SG-20605;Speros Goranitis;Consumer;United States;New York City;New York;10009;East;FUR-FU-10002878;Furniture;Furnishings;"Seth Thomas 14"" Day/Date Wall Clock";113,92;4;0;42,1504
2395;CA-2012-137897;14/11/2012;19/11/2012;Standard Class;PJ-18835;Patrick Jones;Corporate;United States;New York City;New York;10035;East;TEC-AC-10002217;Technology;Accessories;Imation Clip USB flash drive - 8 GB;37,6;2;0;2,256
2396;CA-2012-137897;14/11/2012;19/11/2012;Standard Class;PJ-18835;Patrick Jones;Corporate;United States;New York City;New York;10035;East;TEC-AC-10001267;Technology;Accessories;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;59,9;2;0;23,96
2397;CA-2012-137897;14/11/2012;19/11/2012;Standard Class;PJ-18835;Patrick Jones;Corporate;United States;New York City;New York;10035;East;OFF-PA-10004041;Office Supplies;Paper;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";37;5;0;16,65
2398;CA-2014-169264;15/08/2014;17/08/2014;Second Class;NP-18700;Nora Preis;Consumer;United States;San Francisco;California;94109;West;OFF-LA-10001613;Office Supplies;Labels;Avery File Folder Labels;5,76;2;0;2,8224
2399;CA-2014-169264;15/08/2014;17/08/2014;Second Class;NP-18700;Nora Preis;Consumer;United States;San Francisco;California;94109;West;OFF-AR-10000246;Office Supplies;Art;Newell 318;16,68;6;0;4,3368
2402;CA-2014-145877;2/04/2014;5/04/2014;Second Class;AS-10090;Adam Shillingsburg;Consumer;United States;Springfield;Missouri;65807;Central;OFF-ST-10000649;Office Supplies;Storage;Hanging Personal Folder File;94,2;6;0;23,55
2403;CA-2014-145877;2/04/2014;5/04/2014;Second Class;AS-10090;Adam Shillingsburg;Consumer;United States;Springfield;Missouri;65807;Central;OFF-EN-10001990;Office Supplies;Envelopes;Staples;28,4;5;0;13,348
2405;CA-2014-108574;8/10/2014;12/10/2014;Standard Class;MG-18145;Mike Gockenbach;Consumer;United States;Los Angeles;California;90045;West;TEC-AC-10002049;Technology;Accessories;Logitech G19 Programmable Gaming Keyboard;1115,91;9;0;200,8638
2406;CA-2014-108574;8/10/2014;12/10/2014;Standard Class;MG-18145;Mike Gockenbach;Consumer;United States;Los Angeles;California;90045;West;TEC-PH-10003555;Technology;Phones;Motorola HK250 Universal Bluetooth Headset;128,744;7;0,2;-28,9674
2407;CA-2014-108574;8/10/2014;12/10/2014;Standard Class;MG-18145;Mike Gockenbach;Consumer;United States;Los Angeles;California;90045;West;TEC-PH-10000702;Technology;Phones;"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White";79,92;10;0,2;26,973
2408;CA-2014-144589;21/01/2014;26/01/2014;Standard Class;TM-21010;Tamara Manning;Consumer;United States;San Francisco;California;94122;West;OFF-AR-10003631;Office Supplies;Art;Staples;24,2;5;0;7,986
